EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5348975,NORTHWESTERN SAN JUAN MOUNTAINS (ZONE), ,03/23/2003,1400,Avalanche, , ,0,1,0,0,CO,MST, ,1149159,Z,18,GJT,0,0,DEPT OF HIGHWAYS, , , , , , , , ,03/23/2003,1405, , , , ,"","A back country skier at the 12,600 foot level just east of the Telluride Ski Area was hit by an avalanche, swept over a cliff, and fell about 800 feet.  The skier miraculously survived the ordeal and was rescued by a helicopter.",89
5330809,C&E WHATCOM/E SKAGIT/E SNOHMISH (ZONE), ,12/12/2003,1100,Avalanche, , ,1,2,0,0,WA,PST, ,1164769,Z,17,SEW,0,0,NEWSPAPER, , , , , , , , ,12/12/2003,1100, , , , ,"1 person died and two were injured while snowshoeing near Mount Baker ski area.","",90
5330810,WEST SLOPES CENTRAL CASCADES AND PASSES (ZONE), ,12/13/2003,1130,Avalanche, , ,1,0,0,0,WA,PST, ,1164770,Z,18,SEW,0,0,NEWSPAPER, , , , , , , , ,12/13/2003,1130, , , , ,"A woman died while snowshoeing north of Alpental ski area, near Snoqualmie Pass.","",91
5327460,W SUMMIT T NW/SE SALT LAKE/WASATCH X SC/E UTAH/P X E JUAB/X NW SAN PETE (ZONE), ,12/26/2003,1500,Avalanche, , ,3,0,0,0,UT,MST, ,2152055,Z,8,SLC,0,0,BROADCAST MEDIA, , , , , , , , ,12/26/2003,1600, , , , ,"Three snowboarders were killed as a large avalanche swept down the mountain near the Aspen Grove area around Sundance. There were a total of 14 people in the path of the avalanche, but the rest of the skiers and snowboarders were only partially buried and managed to dig themselves out unscathed.","",92
5382960,CAMAS PRAIRIE (ZONE), ,01/02/2004,100,Avalanche, , ,2,2,0,0,ID,MST, ,1165852,Z,28,BOI,0,0,NEWSPAPER, , , , , , , , ,01/02/2004,200, , , , ,"","The Avalanche  was located about  10 miles north of Fairfield and 1 mile south of the Soldier Mountain Ski Resort. The snow slide was 500 to 700 feet long. Snow from the Avalanche destroyed a two story cabin, filling the first floor with snow, and  killing  two occupants who were asleep.  Five other occupants on the second floor of the cabin escaped without major injuries.",93
5380349,WEST GLACIER REGION (ZONE), ,01/28/2004,800,Avalanche, , ,0,0,0,0,MT,MST, ,1165425,Z,2,MSO,0,0,PARK/FOREST SERVICE, , , , , , , , ,01/29/2004,800, , , , ,"","Heavy snowfall continued along and near the Continental Divide as an arctic frontal boundary remained stationary over the area. 24 hour storm total snowfall reports were 6 inches at Seeley Lake, 15 inches at West Glacier, 16 inches at Marias Pass and 42 inches at Noisy Basin. The arctic frontal boundary that moved through the region on January 26th, loaded the area with up to five feet of heavy wet snow by January 28th. Wide temperature fluctuations made for an unstable snowpack in the West Glacier Region to produce eight avalanches from Essex to Marias Pass, two of which hit an east bound freight train near Essex.  These two avalanches knocked 15 cars off the rails, closing the tracks used by Amtrak's Empire Builder. U.S. 2 was closed for several days as crews tried to clear the snow from the tracks and highway, and avalanche danger continued to be high.",94
5388070,GRAND AND BATTLEMENT MESAS (ZONE), ,02/04/2004,1755,Avalanche, , ,0,0,5000,0,CO,MST, ,1166677,Z,9,GJT,0,0,DEPT OF HIGHWAYS, , , , , , , , ,02/04/2004,1755, , , , ,"","An avalanche swept across Highway 65 at mile marker 36 on the Grand Mesa. One vehicle was buried and the road was closed in both directions until the next day.",95
5389300,NORTHWESTERN SAN JUAN MOUNTAINS (ZONE), ,02/21/2004,1745,Avalanche, , ,0,1,0,0,CO,MST, ,1167360,Z,18,GJT,0,0,GOVT OFFICIAL, , , , , , , , ,02/21/2004,1815, , , , ,"","Four ice climbers were rappelling in a popular climbing area at about 10,200 feet elevation about 9 miles north of Silverton, Colorado. An avalanche swept one of the climbers about 200 feet down the incline before he came to rest in a gully. He suffered a fractured leg, but was able to hop on one leg out of the gully before 2 more avalanches occurred and buried his backpack in the gully.",96
5388071,NORTHWESTERN SAN JUAN MOUNTAINS (ZONE), ,02/22/2004,300,Avalanche, , ,0,0,0,0,CO,MST, ,1166678,Z,18,GJT,0,0,DEPT OF HIGHWAYS, , , , , , , , ,02/22/2004,300, , , , ,"","An avalanche closed Highway 550 at Red Mountain Pass for several hours.",97
5388072,SOUTHWESTERN SAN JUAN MOUNTAINS (ZONE), ,02/22/2004,300,Avalanche, , ,0,0,0,0,CO,MST, ,1166678,Z,19,GJT,0,0,DEPT OF HIGHWAYS, , , , , , , , ,02/22/2004,300, , , , ,"","An avalanche closed Highway 550 at Red Mountain Pass for several hours.",98
5385225,BIG AND LITTLE WOOD RIVER REGION (ZONE), ,02/28/2004,1645,Avalanche, , ,1,0,0,0,ID,MST, ,1166043,Z,31,PIH,0,0,GOVT OFFICIAL, , , , , , , , ,02/28/2004,1715, , , , ,"","Avalanche just north of Ketchum buried and killed a snowmobiler.  Determined he died from force of avalanche and injuries suffered rather than asphyxiation.",99
5381577,WRN P.W. SND & KENAI MTNS (ZONE), ,02/28/2004,1800,Avalanche, , ,1,0,0,0,AK,AST, ,1165370,Z,125,AFC,0,0,BROADCAST MEDIA, , , , , , , , ,02/28/2004,1800, , , , ,"","Two hiking companions were hiking up in the area of Byron Glacier, in Portage Valley. They began hiking Saturday morning, February 28th, and were up on top of the ridge above Byron Glacier by the late afternoon. The snow cornice they were traversing gave way with one of the hikers on it at about 6 p.m. The hiker plunged nearly 4000 feet vertically and died. Alaska Mountain Rescue and the Alaska State Troopers recovered the body Sunday afternoon, February 29th.",100
5388073,NORTHWESTERN SAN JUAN MOUNTAINS (ZONE), ,02/29/2004,1200,Avalanche, , ,0,0,0,0,CO,MST, ,1166679,Z,18,GJT,0,0,DEPT OF HIGHWAYS, , , , , , , , ,02/29/2004,1200, , , , ,"","Highway 550 was closed for an extended period of time due to natural avalanches from heavy snowfall. Portions of the highway were buried up to 10 feet deep in compacted snow.",101
5388074,SOUTHWESTERN SAN JUAN MOUNTAINS (ZONE), ,02/29/2004,1200,Avalanche, , ,0,0,0,0,CO,MST, ,1166679,Z,19,GJT,0,0,DEPT OF HIGHWAYS, , , , , , , , ,02/29/2004,1200, , , , ,"","Highway 550 was closed for an extended period of time due to natural avalanches from heavy snowfall. Portions of the highway were buried up to 10 feet deep in compacted snow.",102
5388075,NORTHWESTERN SAN JUAN MOUNTAINS (ZONE), ,02/29/2004,1930,Avalanche, , ,0,0,0,0,CO,MST, ,1166680,Z,18,GJT,0,0,DEPT OF HIGHWAYS, , , , , , , , ,02/29/2004,1930, , , , ,"","Heavy snow resulted in several avalanches in the Ophir and Telluride areas in the northwestern San Juan Mountains. An avalanche which occurred in the Spring Creek area over Ophir downed a 115 kilovolt power line which served as the main conduit of electricity to area towns. The main access road to the town of Ophir was impassable due to avalanche debris, penning residents in the town. Many homes and businesses were without power for an extended period of time. Electricity to Mountain Village and Telluride Ski Resort was disrupted, leaving ski lifts and gondolas inoperable for several hours. The town of Telluride was also without electricity for a period of time.",103
5393397,SAN DIEGO COUNTY VALLEYS (ZONE), ,03/02/2004,1648,Avalanche, , ,0,0,75000,0,CA,PST, ,1168733,Z,50,SGX,0,0,LAW ENFORCEMENT, , , , , , , , ,03/02/2004,1716, , , , ,"","Another Winter Storm brought heavy rain to Southern California. Mudslides and flash flooding occured in the burned aras of north and east San Diego County. Minor flooding occurred in Riverside County. In San Bernardino County, a rock slide blocked State Route 18 about 7 miles northeast of Big Bear City. Thunderstorms also caused some lightning and hail damage.",104
5393400,P SW SAN BERNARDINO (ZONE), ,03/03/2004,2257,Avalanche, , ,0,0,10000,0,CA,PST, ,1168733,Z,55,SGX,0,0,LAW ENFORCEMENT, , , , , , , , ,03/03/2004,2257, , , , ,"","Another Winter Storm brought heavy rain to Southern California. Mudslides and flash flooding occured in the burned aras of north and east San Diego County. Minor flooding occurred in Riverside County. In San Bernardino County, a rock slide blocked State Route 18 about 7 miles northeast of Big Bear City. Thunderstorms also caused some lightning and hail damage.",105
5390129,BOUNDARY/BONNER/ X NW KOOTENAI (ZONE), ,03/10/2004,1000,Avalanche, , ,1,0,0,0,ID,PST, ,1167108,Z,1,OTX,0,0,NEWSPAPER, , , , , , , , ,03/10/2004,1000, , , , ,"","A snowmobiler was killed (indirect) by an avalanche near Bonners Ferry. He was "highmarking" on a 50 degree slope.",106
5388760,EASTERN SAWATCH MOUNTAINS ABOVE 11000 FT (ZONE), ,03/20/2004,1430,Avalanche, , ,1,1,0,0,CO,MST, ,1167143,Z,60,PUB,0,0,NWS EMPLOYEE(OFF DUTY), , , , , , , , ,03/20/2004,1430, , , , ,"Three snowshoers were involved in an avalanche, initiated by them, on La Plata Peak, about 11 miles west of Granite in northwest Chaffee county.  A 22-year old Colorado Springs man died in the avalanche, which was a couple hundred feet wide and around 1600 feet long.  He was buried in about 6 feet of snow, and his body was recovered the following day around 11:45 a.m.  A companion was treated for injuries at a local hospital.","",107
5391301,EASTERN SAWATCH MOUNTAINS ABOVE 11000 FT (ZONE), ,04/09/2004,1459,Avalanche, , ,1,0,0,0,CO,MST, ,1167860,Z,60,PUB,0,0,NEWSPAPER, , , , , , , , ,04/09/2004,1501, , , , ,"","An avalanche took the life of a 24-year old man from California, on Mt. Huron in Chaffee county, which is 19 miles west-northwest of Buena Vista.  Three men triggered the avalanche while snowshoeing and skiing.  The avalanche was approximately 1500 feet long and 1500 feet wide.  The man was buried under about six feet of snow, while his companions were able to get out of the way of the quickly advancing snow.",108
5387273,NE. SLOPES OF THE ERN AK RNG (ZONE), ,04/10/2004,1415,Avalanche, , ,1,0,0,0,AK,AST, ,1166872,Z,226,AFG,0,0,NEWSPAPER, , , , , , , , ,04/10/2004,1430, , , , ,"","An avalanche occurred in the Gun Creek canyon, during the annual Arctic Man Ski-N-Sno-go Classic held at Summit Lake. A 24 year old man was trying to free his snowmobile stuck near the bottom of the canyon. Two other traveling companions each left their snowmobiles and walked toward the man to assist him.  The avalanche then started several hundred feet up the slope, and the three men ran to safety.  Overtaken by the snow, one man managed to stay on the surface of the moving snow, and his son became buried but quickly dug himself out. The third man, whose snowmobile had been stuck, was buried and perished.",109
5424809,WEST ELK AND SAWATCH MOUNTAINS (ZONE), ,10/23/2004,1100,Avalanche, , ,0,1,0,0,CO,MST, ,1181134,Z,12,GJT,0,0,OTHER FEDERAL AGENCY, , , , , , , , ,10/23/2004,1102, , , , ,"","The victim triggered the avalanche while traversing a gully near the south fork of Cement Creek during a backcountry ski outing. This area is known as the Colorado Basin or Velocity Basin area.  The victim heard a whomph and then he took a long, scary ride over rocks as he was swept down the slope. The victim was partially buried under 3 feet of snow, sustained spinal trauma and required hospital care.",110
5425638,NORTHWESTERN SAN JUAN MOUNTAINS (ZONE), ,11/21/2004,1100,Avalanche, , ,0,1,0,0,CO,MST, ,1182200,Z,18,GJT,0,0,GOVT OFFICIAL, , , , , , , , ,11/21/2004,1105, , , , ,"","Three ice-climbers (all in their early 20's) were hit by an avalanche in First Gully near Eureka. The lead climber was knocked off their route and fell about 200 feet to the ground. He was buried under about 6 inches of debris.  The avalanche hit the other two climbers, partially burying one to his waist in a sitting position. Two of the climbers were able to contact search and rescue for assistance in recovering the injured climber. During rescue operations, it was determined that the lead climber's back was broken.",111
5431617,W SUMMIT T NW/SE SALT LAKE/WASATCH X SC/E UTAH/P X E JUAB/X NW SAN PETE (ZONE), ,12/10/2004,1300,Avalanche, , ,1,0,0,0,UT,MST, ,1183517,Z,8,SLC,0,0,PARK/FOREST SERVICE, , , , , , , , ,12/10/2004,1330, , , , ,"","Several days of heavy wet snow combined with strong winds to produce extreme avalanche conditions in the Wasatch Mountains. 4 people lost their lives in avalanches during this two day period. One skier was killed when an avalanche he triggered in the Wasatch backcountry buried him in 2 to 3 feet of snow. A snowmobiler lost his life when he became stuck and was trying to dig his way out when a slab of snow above him cut loose and came down on top of him. The following day, two snowshoers perished when a large avalanche suddenly overtook them. One of the victims was buried in 9 feet of snow.",112
5431618,W SUMMIT T NW/SE SALT LAKE/WASATCH X SC/E UTAH/P X E JUAB/X NW SAN PETE (ZONE), ,12/11/2004,1130,Avalanche, , ,1,0,0,0,UT,MST, ,1183517,Z,8,SLC,0,0,PARK/FOREST SERVICE, , , , , , , , ,12/11/2004,1200, , , , ,"","Several days of heavy wet snow combined with strong winds to produce extreme avalanche conditions in the Wasatch Mountains. 4 people lost their lives in avalanches during this two day period. One skier was killed when an avalanche he triggered in the Wasatch backcountry buried him in 2 to 3 feet of snow. A snowmobiler lost his life when he became stuck and was trying to dig his way out when a slab of snow above him cut loose and came down on top of him. The following day, two snowshoers perished when a large avalanche suddenly overtook them. One of the victims was buried in 9 feet of snow.",113
5431619,W SUMMIT T NW/SE SALT LAKE/WASATCH X SC/E UTAH/P X E JUAB/X NW SAN PETE (ZONE), ,12/11/2004,1600,Avalanche, , ,1,0,0,0,UT,MST, ,1183517,Z,8,SLC,0,0,PARK/FOREST SERVICE, , , , , , , , ,12/11/2004,1700, , , , ,"","Several days of heavy wet snow combined with strong winds to produce extreme avalanche conditions in the Wasatch Mountains. 4 people lost their lives in avalanches during this two day period. One skier was killed when an avalanche he triggered in the Wasatch backcountry buried him in 2 to 3 feet of snow. A snowmobiler lost his life when he became stuck and was trying to dig his way out when a slab of snow above him cut loose and came down on top of him. The following day, two snowshoers perished when a large avalanche suddenly overtook them. One of the victims was buried in 9 feet of snow.",114
5431620,W SUMMIT T NW/SE SALT LAKE/WASATCH X SC/E UTAH/P X E JUAB/X NW SAN PETE (ZONE), ,12/11/2004,1600,Avalanche, , ,1,0,0,0,UT,MST, ,1183517,Z,8,SLC,0,0,PARK/FOREST SERVICE, , , , , , , , ,12/11/2004,1700, , , , ,"","Several days of heavy wet snow combined with strong winds to produce extreme avalanche conditions in the Wasatch Mountains. 4 people lost their lives in avalanches during this two day period. One skier was killed when an avalanche he triggered in the Wasatch backcountry buried him in 2 to 3 feet of snow. A snowmobiler lost his life when he became stuck and was trying to dig his way out when a slab of snow above him cut loose and came down on top of him. The following day, two snowshoers perished when a large avalanche suddenly overtook them. One of the victims was buried in 9 feet of snow.",115
5432509,DENALI (ZONE), ,12/23/2004,1400,Avalanche, , ,0,0,0,0,AK,AST, ,1183026,Z,225,AFG,0,0,DEPT OF HIGHWAYS, , , , , , , , ,12/23/2004,1415, , , , ,"","A low pressure center in Bristol Bay on the morning of the 22nd moved north into the interior near Fairbanks that evening.  The low then moved northeast and dissipated by 9pm on the 23rd, but high pressure which had resided over eastern Russia moved east over western Alaska and into the Interior on the 23rd.  On the 22nd, a weather front associated with the low brought strong winds and local blizzards to the Alaska Range, and the low itself created strong winds and blizzards over Cape Romanzof on the west coast. Heavy snows were generated over the western and northern interior, and in the Alaska Range.  Ahead of the front over the interior southeast of Fairbanks, freezing rain fell over zone 226 and parts of zone 224. 

Winter Storm/Avalanche:
Zone 225 - Parks Highway mile 218 near Panorama Peak, just north of Cantwell and south of Denali National Park. Unofficial reports noted that the avalanche covered the highway for up to a quarter of a mile to a depth of 16 feet. The highway was closed for nearly 2 days. There were no deaths or injuries from this avalanche, though one truck with an empty propane trailer encountered the edge of the moving snow mass.  Snow fall amounts in the area of the avalanche were reported to be 12-16 inches by the D.O.T.  At the Denali Park Co-operative observing station, 7.5 inches of snow was recorded by 0800AST on the 23rd, with snow beginning around 0800 on the 22nd.  The avalanche knocked out power to the community of Cantwell for 6 to 8 hours on the 23rd, and in the Denali Park Entrance on the 23rd and into the 24th. The Parks Highway was closed at Panorama Peak most of the 23rd and the 24th. Land transportation of mail and goods was halted between Fairbanks and Anchorage, as the Richardson Highway from Delta Junction through Isabel Pass was noted to have treacherous driving conditions from the sleet, freezing rain, and blowing snow.  Blizzard conditions followed the heavy snowfall as north winds developed due to the high pressure over western Alaska moving into the interior.  This hampered quick removal of the snow on the Parks Highway.
Zone 226 - The Richardson Highway between Delta Junction and Paxson was closed on the 23rd and not reopened until the 26th due to large snow drifts from blowing snow. An avalanche occurred during this time at some point on the Richardson highway (inferred from a State of AK D.O.T. report on the 27th), though no injuries or damage occurred.

Freezing Rain was reported:
Zone 224 - 0.5 inches by the Tok Maintenance Station of the Alaska D.O.T, a combination of freezing rain, sleet, and snow.  The Alaska Highway was closed for a period of time.  Freezing Rain was reported by the D.O.T. in zone 226 along the Richardson Highway at Donnelly Dome, and along the Tok Cutoff, although amounts are unknown. 

Blizzard conditions reported:
Zone 214 - likely at Cape Romanzof AWOS.
Zone 220 - The Steese Highway at Eagle Summit and 12 Mile Summit were reported closed on the afternoon and evening of the 23rd due to strong winds and poor visibility in blowing snow. 
Zone 226 - Alaska State D.O.T. reported low visibility in blowing snow in the pass on the morning of the 23rd, and closed the section in this zone due to high winds and poor visibility, and unknown, but reported, amounts of freezing rain and sleet.

High winds reported:
Zone 214 - Cape Romanzof AWOS gust 56 knots (64 mph)
Zone 225: Amateur Radio operator noted winds of 55 knots (63 mph) at Otto Lake.
Zone 226: State of Alaska D.O.T. Trims Camp 55 knots (63 mph). Fort Greeley MesoNet: Texas Condo 54 knots (62 mph). 

Winter Storm Conditions reported at:
Zone 218: State of Alaska D.O.T. reported heavy snow, high winds, and poor visibility the morning of the 23rd. Chandalar State of Alaska D.O.T. camp reported 8.0 inches ending 0600 AST 23rd; snow began approximately 0600 AST 22nd. Wiseman Co-operative Observer reported 10.0 inches ending 2100 AST 22nd. Snow began approximately 0100 AST 22nd.
Zone 219 - Jim River State of Alaska D.O.T. camp reported 7.0 inches at 0900 am on the 22nd, and another 8.1 inches ending on 0600 AST 23rd. Snow began approximately 0300 AST 22nd. Also reported by the D.O.T. were high winds, poor visibility in blowing snow from Milepost 90 to 112.
 
Heavy Snow reported at:
Zone 216 - Galena Co-operative Observer: Total of 8.0 inches through 1700 AST on the 22nd. Snow began around 0800 AST on the 22nd.",116
5441297,NE BOX ELDER T X NE/W WEBER/DAVIS (ZONE), ,01/01/2005,945,Avalanche, , ,0,1,0,0,UT,MST, ,1185405,Z,2,SLC,0,0,BROADCAST MEDIA, , , , , , , , ,01/01/2005,1000, , , , ,"","A Davis County man was caught in an avalanche in Hells Canyon near the Snowbasin Ski Resort when he and the four other people he was with triggered the slide. Preston Neiderhauser, 26, was downhill skiing in an out-of-bounds area near Snowbasin with four friends before setting off the slide. Neiderhauser escaped with cuts and bruises with no major injuries.",117
5436060,ELKHEAD AND PARK MOUNTAINS (ZONE), ,01/03/2005,1155,Avalanche, , ,1,0,0,0,CO,MST, ,1184310,Z,4,GJT,0,0,GOVT OFFICIAL, , , , , , , , ,01/03/2005,1200, , , , ,"","Around lunch time the Routt County Sheriffs office was notified that a backcountry skier had been buried on Soda Mountain near Buffalo Pass. Companions quickly found their friend after 8-10 minutes but could not revive the 26-year-old skier. The group of skiers had used snowmobiles to access the backcountry.  The avalanche occurred on the southeast side of Soda Mountain, about 7.5 miles northeast of the town of Steamboat Springs and about 7.5 miles north of the Steamboat Ski Area. The avalanche occurred at 10,600 feet and ran about 200 vertical feet.",118
5436063,NORTHWESTERN SAN JUAN MOUNTAINS (ZONE), ,01/04/2005,200,Avalanche, , ,0,0,0,0,CO,MST, ,1184312,Z,18,GJT,0,0,GOVT OFFICIAL, , , , , , , , ,01/05/2005,2100, , , , ,"","A series of natural avalanches occurred along Highway 550 near Red Mountain Pass, resulting in closure of the highway. One of the slides covered both lanes of the highway and deposited at least 8 feet of snow on the centerline of the road. As much as 220 feet of the highway was covered by natural avalanches during the period.",119
5436064,SOUTHWESTERN SAN JUAN MOUNTAINS (ZONE), ,01/04/2005,200,Avalanche, , ,0,0,0,0,CO,MST, ,1184312,Z,19,GJT,0,0,GOVT OFFICIAL, , , , , , , , ,01/05/2005,2100, , , , ,"","A series of natural avalanches occurred along Highway 550 near Red Mountain Pass, resulting in closure of the highway. One of the slides covered both lanes of the highway and deposited at least 8 feet of snow on the centerline of the road. As much as 220 feet of the highway was covered by natural avalanches during the period.",120
5436062,SOUTHWESTERN SAN JUAN MOUNTAINS (ZONE), ,01/06/2005,1800,Avalanche, , ,0,0,0,0,CO,MST, ,1184311,Z,19,GJT,0,0,GOVT OFFICIAL, , , , , , , , ,01/12/2005,500, , , , ,"","A prolonged period of moderate to heavy snow and strong winds resulted in one of the most widespread natural avalanche cycles in decades. The snow started Friday night 1/7, and effectively cleared out Wednesday morning, 1/12. Many avalanche paths ran full track, taking out mature timber, and several slides came out that haven't affected area roads in years. Avalanches caused closures of Red Mountain, Molas and Coal Bank Passes among other road closures. The spree of avalanches closed Red Mountain Pass for nearly a week before plow drivers broke through the last 30 feet to 40 feet of snow covering the road. One slide struck a Front Range Wireless/Verizon Cell building that had been built on the top of Coal Bank Pass in the fall of 2004. The building was completely destroyed and buried by at least 6 feet of debris.",121
5436061,NORTHWESTERN SAN JUAN MOUNTAINS (ZONE), ,01/06/2005,1800,Avalanche, , ,0,0,200000,0,CO,MST, ,1184311,Z,18,GJT,0,0,GOVT OFFICIAL, , , , , , , , ,01/12/2005,500, , , , ,"","A prolonged period of moderate to heavy snow and strong winds resulted in one of the most widespread natural avalanche cycles in decades. The snow started Friday night 1/7, and effectively cleared out Wednesday morning, 1/12. Many avalanche paths ran full track, taking out mature timber, and several slides came out that haven't affected area roads in years. Avalanches caused closures of Red Mountain, Molas and Coal Bank Passes among other road closures. The spree of avalanches closed Red Mountain Pass for nearly a week before plow drivers broke through the last 30 feet to 40 feet of snow covering the road. One slide struck a Front Range Wireless/Verizon Cell building that had been built on the top of Coal Bank Pass in the fall of 2004. The building was completely destroyed and buried by at least 6 feet of debris.",122
5441398,X NW KANE/XS XE IRON/N W WASHINGTON/NW WC GARFIELD/PIUTE/W WAYNE/SEVIER T C/X E MILLARD/S SANPETE T SC/X SE JUAB/P X NW EMERY/X E BEAVER (ZONE), ,01/08/2005,900,Avalanche, , ,2,0,0,0,UT,MST, ,1185407,Z,17,SLC,0,0,PARK/FOREST SERVICE, , , , , , , , ,01/08/2005,930, , , , ,"","A stalled storm system just off the southern California coast was able to tap abundant tropical moisture from the central Equatorial Pacific Ocean and dump copious amounts of rain and wet snow on many portions of Utah. The relatively warm air ahead of the storm raised snow levels and rain fell on an already deep snowpack and resulted in the second costliest natural disaster in state history. An estimated $300 million in damage was reported from flooding along the Santa Clara and Virgin Rivers in Washington County. One man was killed in the flooding near Quail Creek Reservior and three people perished in avalanches. The Virgin River water level reached a 25-year high and the Santa Clara River rose above any previously recorded level. 30 homes were destroyed as the Santa Clara changed course and cut through a portion of the community. Approximately 20 more homes were significantly damaged during this record flood event. This storm system also brought heavy and wet snowfall to elevations above 8000 feet. Many avalanches occurred throughout the state following the storm. A large avalanche killed a snowboarder in Ephraim Canyon. East of Mount Pleasant, a slide took the life of a snowmobiler. 

Some of the higher snowfall and water equivalent totals include: Cedar Breaks 70" and 10.70" water, Kolob-Zion Park 60" and 8.70, Alta 58 and 9.13, Solitude 55 and 9.71, Brian Head 51, Laketown 47 and 3.67, Snowbird 32 and 5.46, Randolph 32 and 2.18, The Canyons 31 and 3.55, Long Valley",123
5435141,E KING/E PIERCE/E LEWIS (ZONE), ,01/12/2005,1330,Avalanche, , ,1,1,0,0,WA,PST, ,1183877,Z,18,SEW,0,0,NEWSPAPER, , , , , , , , ,01/12/2005,1330, , , , ,"One man died and another was injured after being buried in a small avalanche at Snoqualmie Pass.","",124
5441285,SOUTHWESTERN SAN JUAN MOUNTAINS (ZONE), ,02/08/2005,1000,Avalanche, , ,0,0,0,0,CO,MST, ,1185397,Z,19,GJT,0,0,GOVT OFFICIAL, , , , , , , , ,02/08/2005,1001, , , , ,"","An avalanche occurred near Lizard Head Pass and covered the inside lane of Highway 145. Highway 145 was closed for 20 minutes while road crews cleared the debris.",125
5441284,SOUTHWESTERN SAN JUAN MOUNTAINS (ZONE), ,02/08/2005,1025,Avalanche, , ,0,0,0,0,CO,MST, ,1185396,Z,19,GJT,0,0,GOVT OFFICIAL, , , , , , , , ,02/08/2005,1026, , , , ,"","A natural avalanche occured and ran to the centerline of Highway 550 in the Coal Bank Pass and Molas Pass area. The avalanche was 2 feet deep and 15 feet wide. Highway 550 was closed for 54 minutes while maintenance crews cleared the debris and Colorado Avalanche Information Center personnel conducted mitigation procedures.",126
5468168,WESTERN MOGOLLON RIM (ZONE), ,02/10/2005,300,Avalanche, , ,0,0,0,0,AZ,MST, ,1195461,Z,15,FGZ,0,0,PARK/FOREST SERVICE, , , , , , , , ,02/10/2005,300, , , , ,"A massive avalanche knocked down thousands of trees in Abineau Canyon and wiped out a 3/4 mile section of the Abineau Trail. The rare Arizona avalanche buried the trail under tons of trees, boulders and debris. Abineau Canyon is on the north side of the San Francisco Peaks within the Kachina Peaks Wilderness Area about 10 miles north of Flagstaff. The head of the canyon is over 12,000 feet above sea level and the toe of the avalanche was around 9,500 feet. Arizona Snowbowl, only 3 miles away, reported their second highest seasonal snowfall of 460 inches by the end of April.","",127
5441283,NORTHWESTERN SAN JUAN MOUNTAINS (ZONE), ,02/13/2005,1000,Avalanche, , ,0,1,0,0,CO,MST, ,1185395,Z,18,GJT,0,0,NEWSPAPER, , , , , , , , ,02/13/2005,1002, , , , ,"","An expert skier and backcountry enthusiast was caught in an avalanche that ripped through Nellie Bowl in the Bear Creek Basin backcountry, just south of Telluride. The skier survived the 1800 vertical feet ride straight through the Nellie Mine rock couloir. The skier sustained 2 broken vertebrae in his cervical spine. The victims two companions along with two skiers from another party witnessed the avalanche and began a beacon search of the lenghy slide path, and soon located the victim at the bottom of the slide zone, on top of the snow. The victim was airlifted to Telluride and then to Grand Junction for medical treatment.",128
5441282,LA SAL & ABAJO MOUNTAINS (ZONE), ,02/13/2005,1200,Avalanche, , ,0,0,0,0,UT,MST, ,1185394,Z,28,GJT,0,0,LAW ENFORCEMENT, , , , , , , , ,02/13/2005,1202, , , , ,"","A skier triggered an avalanche in the La Sal Mountains which completely buried his dog. The dog was able to self-rescue itself, unscathed. The avalanche occurred on a north aspect in the trees, and was about 80 feet wide and 70 feet long.",129
5441281,SOUTHWESTERN SAN JUAN MOUNTAINS (ZONE), ,02/13/2005,1300,Avalanche, , ,0,1,0,0,CO,MST, ,1185393,Z,19,GJT,0,0,GOVT OFFICIAL, , , , , , , , ,02/13/2005,1302, , , , ,"","On Sunday afternoon a very experienced backcountry skier was caught and buried in a medium sized avalanche on Red Mountain Number 3, near Red Mountain Pass. Companions quickly found the skier under 2 feet of debris after 7 minutes of searching using transceivers. He was unconsious when found but quickly recovered and was able to return back to their cars under his own power but with some assistance. The avalanche fell 500 vertical feet and occurred on a northwest aspect at about 11,700 feet.",130
5441279,SOUTHWESTERN SAN JUAN MOUNTAINS (ZONE), ,02/19/2005,1030,Avalanche, , ,0,0,0,0,CO,MST, ,1185391,Z,19,GJT,0,0,GOVT OFFICIAL, , , , , , , , ,02/19/2005,1032, , , , ,"","Heavy snow on the south side of Red Mountain Pass caused the Telescope slide path to release, covering 30 feet of Highway 550 with 2 feet of snow. Numerous man made avalanches were produced by the Colorado Avalanche Center in Silverton to mitigate the natural avalanche hazard. Highway 550 was in closed for 4 hours and 18 minutes due to the avalanches in a number of locations.",131
